Chicken Broth,1 cup (240 ml),5,0g,0g,1g
Chicken Broth,1 cup (240 ml),10,0g,0g,1g
Chicken Broth,1 cup (240 ml),5,0g,1g,0g
Classic Lemonade - Large (24 oz),1 serving (24 oz),260,0g,69g,0g
Classic Lemonade (1/2 Gallon),1 serving (64 oz),880,0g,234g,0g
Classic Lemonade - Regular (16 oz),1 serving (16 oz),180,0g,46g,0g
Classic Lemonade (20 fl oz),1 serving (20 oz),140,0g,39g,0g
Classic Lemonade CA - Large (24 oz),1 serving (24 oz),200,0g,53g,0g
Classic Lemonade (Small),1 serving (12 oz),230,0g,60g,0g
Classic Lemonade (Large),1 serving (20 oz),300,0g,77g,0g
Classic Lemonade,1 serving,180,0g,45g,0g
Classic Lemonade,1 serving,170,0g,43g,0g
Classic Lemonade Sparkling Water,1 bottle  (503 ml),5,0g,2g,0g
Classic Lime Margarita,1 bottle (12 oz),170,0g,45g,0g
Classic Lemonade CA - Regular (16 oz),1 serving (16 oz),130,0g,35g,0g
Classic Liquid Seasoning,1 tsp (6 g),5,0g,1g,0g
Classic Lime Margarita,1 can (12 oz),310,0g,27g,0g
Classic Lime 'Rita,1 serving,210,0g,22g,0g
Classic Lite Coffee Creamer,1 tsp (2 g),10,0g,2g,0g
Classic Mac Cup,1 container (340 g),240,11g,26g,10g
Classic Mac & Cheese,1/4 cup (28 g),110,9g,0g,7g
Classic Mac,1 serving,880,56g,65g,34g
Classic Mac and Cheese,1 serving,910,56g,67g,33g
Classic Luna Vida Bowl,1 bowl (10 oz),610,44g,29g,29g
Classic Lobster Taco - Corn Tortillas,1 serving (180 g),230,8g,30g,8g
Classic Lobster Taco - Flour Tortilla,1 serving (176 g),210,10g,23g,8g
Classic Maple & Brown Sugar,1 pouch (43 g),150,2.5g,32g,4g
Classic Macaroni Salad,3/4 cup (145 g),300,19g,27g,5g
Classic Macaroni Salad,1/2 cup (140 g),280,18g,25g,5g
Classic Macaroni & Beef in Tomato Sauce,1 package (269 g),270,5g,39g,17g
Classic Macaroni and Cheese,1/2 cup,200,4g,29g,11g
Classic Malt Mix,2 tbsp (11 g),40,0g,9g,0g
Classic Marinara,1/2 cup (125 g),80,4.5g,9g,2g
Classic Margarita (Frozen),1 serving,180,0g,23g,0g
Classic Margarita,1 bottle (11.2 oz),235,0g,34g,0g
Classic Margarita,1 serving,270,0g,30g,0g
Classic Marshmallow Crisp,1 bar (30 g),100,3g,12g,11g
Classic Margarita (Rocks),1 serving,120,0g,8g,0g
Classic Mayo,1 tbsp (14 g),110,12g,0g,0g
Classic Marinara - Gluten Free,1 serving,5,0g,1g,0g
Classic Marinara - Personal Pan,1 serving,5,0g,1g,0g
Classic Marinara - Medium,1 serving,10,0g,2g,0g
Classic Marinara - Large,1 serving,10,0g,2g,0g
Classic Marinara - Original Stuffed Crust,1 serving,10,0g,2g,0g
Classic Marinara - Rectangle,1 serving,10,0g,2g,0g
Classic Marinara - Small,1 serving,5,0g,1g,0g
Classic Mayonnaise,1 tbsp (15 ml),100,11g,0g,0g
Classic Mayonnaise,1 tbsp (14 g),100,11g,0g,0g
Classic Meatball - Big New Yorker Toppings,1 serving,100,7g,3g,6g
Classic Meat Loaf,1 meal (340 g),300,8g,41g,15g
Classic Mayo,1 tbsp (14 g),100,11g,0g,0g
Classic Meat Pasta Sauce,1/2 cup (128 g),70,2.5g,11g,2g
Classic Meatball Hand Tossed Toppings - Large,1 serving,60,4g,2g,4g
Classic Meatball Hand Tossed Toppings - Medium,1 serving,40,3g,1g,3g
Classic Meatball Detroit Style Pizza Toppings,1 serving,40,3g,1g,3g
Classic Meatball Hand Tossed Toppings - Small,1 serving,25,1.5g,1g,1g
Classic Meatball Express Personal Pan Toppings,1 serving,35,2.5g,1g,2g
Classic Meatball Original Pan Toppings - Large,1 serving,50,3.5g,1g,3g
Classic Meatball Thin 'N Crispy Toppings - Large,1 serving,70,5g,2g,4g
Classic Meatball Original Stuffed Crust Toppings,1 serving,50,3.5g,1g,3g
Classic Meatball Original Pan Toppings - Medium,1 serving,40,3g,1g,2g
Classic Meatball Rectangle Toppings,1 serving,40,3g,1g,3g
Classic Meatball Thin 'N Crispy Toppings - Medium,1 serving,45,3.5g,1g,3g
Classic Meatball Personal Pan Toppings,1 serving,20,1.5g,1g,1g
Classic Meatloaf,4 oz (113 g),340,21g,9g,30g
Classic Meatball Original Pan Toppings - Small,1 serving,20,1.5g,1g,1g
Classic Meatloaf,1 cup (1/5 loaf) (141 g),320,16g,28g,16g
Classic Meatless Meatballs,3 meatballs (90 g),160,7g,9g,15g
Classic Meatless Meatballs,6 meatballs (85 g),170,11g,6g,14g
Classic Meatball Express Hand Tossed Toppings - Small,1 serving,50,4g,1g,3g
Classic Meatball Ultimate Cheesy Crust Toppings - Large,1 serving,40,3g,1g,3g
Classic Meatball Thin N' Crispy Toppings - Small,1 serving,30,2g,1g,2g
Classic Melt,1 serving,600,36.1g,41.3g,30.4g
Classic Mild Cheddar Cheese,1/4 cup (28 g),110,9g,2g,7g
Classic Melts Four Cheese Shredded,1/4 cup (28 g),90,6g,1g,8g
Classic Mexican 4 Cheese,1/4 cup (28 g),110,8g,2g,6g
Classic Milk Chocolate Bar,1 bar (44 g),240,14g,27g,2g
Classic Milk Chocolate,2 tbsp (19 g),80,2g,15g,1g
Classic Mini Corn Dogs,5 mini corn dogs (94 g),230,14g,18g,7g
Classic Mezcal Rita,1 serving,350,0g,54g,0g
Classic Milk Chocolate,1/2 bar (35 g),200,12g,18g,4g
Classic Milkshake Chocolate,1 serving,830,42g,96g,15g
Classic Milkshake Vanilla,1 serving,840,41g,99g,15g
Classic Mini,3 mini bars (124 g),410,29g,38g,7g
Classic Milkshake Strawberry,1 serving,850,41g,105g,15g
Classic Milkshake Caramel,1 serving,850,43g,98g,15g
Classic Mixed Vegetables,2/3 cup (91 g),60,0.5g,11g,2g
Classic Mixed Vegetables,2/3 cup,60,0g,11g,3g
Classic Mini Panettone,1 mini panettone  (100 g),360,15g,50g,7g
Classic Mojito,1 serving,230,0g,34g,0g
Classic Mix,16 pieces (28 g),140,7g,17g,3g
Classic Mixed Vegetables,1 serving (85 g),60,0g,12g,1g
Classic Moscow Mule (Regional),1 serving,100,0g,6g,0g
Classic Mojito with Sailor Jerry Spiced Rum,1 serving,210,0g,15g,0g
Classic Mojito with Bacardi Superior Light Rum,1 serving,200,0g,15g,0g
Classic Mojito,1 serving (12 oz),260,0g,30g,0.5g
Classic Mother Cruncher Chicken Sandwich,1 serving,700,41g,62g,28g
Classic Mother Cruncher Chicken Sandwich,1 serving,700,41g,62g,28g
Classic Nachos - Beef Supreme,1 serving (342 g),719,36.7g,70.1g,28.4g
Classic Nachos - Chicken Supreme,1 serving (313 g),600,28.7g,68.6g,28g
Classic Mushroom Spaghetti Sauce,1/2 cup,60,1g,12g,2g
Classic Mozzarella Cheese,1/4 cup (28 g),90,6g,1g,7g
Classic Mozzarella & Provolone Cheese,1/4 cup (28 g),90,7g,1g,6g
Classic Mule,1 serving,130,0g,13g,0g
Classic Nachos,1 serving,1120,75g,56g,54g
Classic Nachos - Chicken,1 serving,1320,82g,56g,91g
Classic Nutrition Bar - Chocolate Almond Raisin,1 bar (50 g),210,7g,23g,15g
Classic Nutrition Bar - Chocolate Coconut Crunch,1 bar (50 g),210,7g,22g,15g
Classic Nutrition Bar - Chocolate Caramel Cluster,1 bar (50 g),210,6g,24g,14g
Classic Nuggets,5 nuggets (118 g),320,19g,21g,15g
Classic Nachos - Steak Supreme,1 serving (313 g),669,30.5g,68.6g,30g
Classic Napoleon,1 serving,370,8g,60g,4g
Classic Nutrition Bar - Fudge Graham,1 bar (50 g),220,7g,25g,14g
Classic Nutrition Bar - Chocolate Mint,1 bar (50 g),220,6g,30g,14g
Classic Nutrition Bar - Chocolate Peanut Butter,1 bar (50 g),220,8g,24g,14g
Classic Nutrition Bar - Cinnamon Roll,1 bar (50 g),220,7g,23g,15g
Classic Oatmeal,1 serving (180 g),230,2.5g,37g,15g
Classic Oat Milk Latte,1 can (237 ml),100,2.5g,17g,2g
Classic Olive Oil,1 tbsp (15 ml),120,14g,0g,0g
Classic Oil & Vinegar,2 tbsp (30 g),160,17g,1g,0g
Classic Old Fashioned Mixer,1 serving (0.75 oz),30,0g,8g,0g
Classic Omelet Rounds,2 rounds  (130 g),220,14g,9g,15g
Classic Oatmeal Raisin Cookie,1 serving (63 g),290,11g,46g,4g
Classic Oatmeal - Large,1 serving (454 g),340,6g,63g,13g
Classic Onion Sandwich Buns with Poppy Seeds,1 roll (53 g),150,2.5g,28g,6g
Classic Oatmeal - Small,1 serving (227 g),170,3g,32g,6g
Classic Oatmeal - Medium,1 serving (340 g),260,5g,47g,10g
Classic Onion Pierogies,4 pieces (152 g),230,3g,44g,6g
Classic Oreo Shake,1 serving,640,17g,109g,13g
Classic Onion Crunchy Rings,1 oz (28 g),120,6g,14g,4g
Classic Organic,2 tbsp (30 g),80,7g,3g,0g
Classic Orange Chicken - Bowl Toppings,1 serving (4 oz),499,5g,65g,19g
Classic Original Hommus,2 tbsp (28 g),80,6g,3g,2g
Classic Original Potato Crisps,1 oz (28 g),140,7g,18g,1g
Classic Oven Crinkles French Fries,3 oz (85 g),120,4g,19g,2g
Classic Original Water Crackers,3 crackers (15 g),60,1.5g,12g,1g
Classic Pancake & Waffle Mix,1 serving (40 g),140,1.5g,30g,4g
Classic Peanut Butter,2 tbsp (40 g),240,16g,15g,8g
Classic Paprika,1 serving (30 g),155,8.7g,17g,2g
Classic Pepper Jack Cheese,1/4 cup (28 g),100,8g,1g,6g
Classic Parmesan Grated Cheese,2 tsp (5 g),20,1.5g,0g,2g
Classic Peanut Butter,1 pack (32 g),210,17g,6g,7g
Classic Pepperoni - Build Your Own Big Square Deal Pizza - Toppings,1 serving,25,2g,0g,1g
Classic Peanut Butter,1 tbsp (15 g),90,8g,3g,3g
Crumbled Feta Cheese,1 oz (28 g),70,4g,2g,6g
Crumbled Feta Cheese,1 oz (28 g),70,4g,2g,6g
Crumbled Feta Cheese Reduced Fat,1/4 cup (1 oz),50,2.5g,2g,6g
Crumbled Feta Cheese Fat Free,1/4 cup (28 g),80,6g,2g,4g
Crumbled Feta Cheese with Basil & Tomato,1/4 cup (34 g),90,7g,2g,6g
Crumbled Feta Cheese Traditional,1/4 cup (28 g),80,6g,2g,4g
Crumbled Feta with Mediterranean Herbs,1 oz (28 g),70,4g,2g,6g
Crumbled Goat Cheese,1/4 cup (1 oz),80,5g,0g,4g
Crumbled Goat Cheese,1 oz (28 g),80,6g,1g,5g
Crumbled Goat Cheese,1 oz  (28 g),80,6g,1g,5g
Crumbled Goat Cheese,1/4 cup (28 g),80,5g,1g,4g
Crumbled Goat Cheese,1 oz (28 g),80,6g,1g,5g
Crumbled Goat Cheese,1/4 cup (28 g),80,5g,0g,4g
Crumbled Goat Cheese,1/4 cup (28 g),80,7g,1g,5g
Crumbled Goat Cheese,1/4 cup (1 oz),80,6g,3g,5g
Crumbled Goat Cheese,1 oz (28 g),80,5g,0g,4g
Crumbled Goat Cheese,1 oz (28 g),70,6g,1g,5g
Crumbled Goat Cheese,1/4 cup (28 g),80,6g,3g,5g
Crumbled Goat Cheese,1 oz (28 g),70,6g,1g,4g
Crumbled Goat Cheese,3 tbsp (1 oz),80,6g,1g,5g
Crumbled Gorgonzola Cheese,1/4 cup (28 g),100,8g,1g,7g
Crumbled Gorgonzola Cheese,1/4 cup (28 g),100,8g,1g,6g
Crumbled Gorgonzola Cheese,2 tbsp (28 g),100,8g,1g,6g
Crumbled Gorgonzola Cheese,1/4 cup (28 g),100,8g,1g,6g
Crumbled Gorgonzola,2 tbsp (28 g),100,8g,1g,6g
Crumbled Goat Cheese Tomato Basil,3 tbsp (28 g),80,6g,2g,5g
Crumbled Reduced Fat Feta Cheese,2 tbsp (28 g),45,2g,2g,6g
Crumblies,1 serving (1 oz),172,4g,9g,2g
Crumbled Ricotta Salata,2 tbsp,70,6g,1g,5g
Crumbled Salem Blue Cheese,1 oz (28 g),100,8g,1g,6g
Crumblies,1 serving (1 oz),172,4g,9g,2g
Crumbnut Donuts,3 donuts (51 g),220,11g,25g,2g
Crumbling Cheese,1 oz (28 g),80,6g,1g,6g
Crumpets with Blueberries,1 crumpet (43 g),100,0g,21g,3g
Crumpets,1 crumpet (50 g),83,0.5g,16.1g,3g
Crumbly Gorgonzola Cheese,1 oz (28 g),110,8g,0g,6g
Crumpets,1 crumpet (1.56 oz),80,0g,18g,3g
Crunch - Peanut Butter,1 pouch (34 g),160,7g,15g,10g
Crumpets,1 crumpet (44.2 g),80,0g,18g,3g
Crumpets,1 crumpet (52 g),110,0g,24g,4g
Crunch Bar (Miniature),1 bar (10 g),50,2.5g,6.75g,0.5g
Crunch Bars,2 bars,260,16g,27g,2g
Crunch (Fun Size),2 bars (26 g),130,7g,17g,1g
Crunch Bar,1 serving (22 g),120,6g,15g,1g
Crunch Bar,1 bar (35 g),170,12g,16g,4g
Crunch Bar,1/2 bar (42 g),220,11g,27g,3g
Crunch BBQ Ranch Bowl - Bowl (Small),1 serving,557,20.56g,46.31g,27.14g
Crunch Breakfast Biscuit (without Meat),1 serving,630,35g,57g,18g
Crunch Blends Parmesan Herb,1 tbsp (17 g),110,11g,4g,1g
Crunch BBQ Ranch Bowl - Bowl (Regular),1 serving,697,25.7g,57.87g,33.93g
Crunch BBQ Ranch Bowl - Tortilla (Small),1 serving,781,26.16g,83.11g,32.74g
Crunch BBQ Ranch Bowl - Tortilla (Regular),1 serving,977,32.7g,103.89g,40.93g
Crunch Candy Bars (Fun Size),1 bar (38 g),65,3g,9g,0.7g
Crunch Candy Bar,1 bar (43.9 g),230,12g,29g,2g
Crunch Crisp,1 package (38 g),190,11g,24g,2g
Crunch Caramel & Coconut,1 bar (1.3 oz),190,10g,25g,1g
Crunch Cinnamon French Toast,1 bar (40 g),140,5g,18g,12g
Crunch Donuts,6 donuts (99 g),410,19g,56g,5g
Crunch Breakfast Biscuit with Sausage,1 serving,860,57g,57g,25g
Crunch Breakfast Biscuit with Bacon,1 serving,700,40g,58g,23g
Crunch Dried Fruit - Orchard Blend,1 bag (21 g),70,0g,18g,0g
Crunch Granola Bar - Blueberry Crisp,2 bars (42 g),190,9g,26g,4g
Crunch Egg,1 piece,140,7g,19g,1g
Crunch Eggs,7 pieces (43 g),210,11g,28g,2g
Crunch Donuts,6 donuts (92 g),380,16g,55g,4g
Crunch Dried Organics - 100% Organic Supersweet Corn,1 bag (21 g),70,1g,17g,0g
Crunch Granola Bar - Honey Oat,2 bars (42 g),190,8g,28g,3g
Crunch Granola Bar - Chocolate Peanut Butter,2 bars (42 g),190,10g,25g,4g
Crunch Granola Bar - Peanut Butter,2 bars (42 g),190,9g,26g,4g
Crunch Granola Bar - Chocolate Chip,2 bars (42 g),190,8g,28g,3g
Crunch Granola Bar - White Chocolate Macadamia Nut,2 bars (42 g),200,9g,28g,3g
Crunch Mini Donuts,1 package (85 g),370,14g,49g,4g
Crunch Mania,1 package (50 g),220,7g,37g,4g
Crunch Moon Pie,1 pie (34 g),170,8g,22g,1g
Crunch Ice Cream Bar,1 bar (47 g),170,10g,16g,1g
Crunch Mix,1/2 cup,210,12g,21g,4g
Crunch Mini Donuts,1 package (96 g),370,14g,57g,4g
Crunch Pop Mix,1 cup (28 g),160,11g,14g,2g
Crunch Time Peanut Butter,2 tbsp. (32 g),180,15g,8g,7g
Crunch Marshmallow Treat,1 bar (140 g),140,5g,18g,12g
Crunch Thin Mints,1 bar (1.3 oz),200,11g,24g,1g
Crunch Top Apple Pie,1 slice (188 g),441,20.1g,63.8g,3.5g
Cruncha Ma-Me,1 bag (20 g),90,4g,7g,8g
Crunch Shaggy Dog Roll,1 sushi roll (5 oz),300,14g,37g,7g
Crunch Puffs,1 oz (28 g),130,5g,13g,8g
Crunch Peanut Butter Chocolate Chip,1 bar (40 g),160,6g,16g,12g
Crunchie Bar (44g),1 bar (44 g),210,8g,33g,2g
Crunchin Grahams,11 pieces (20 g),70,2g,13g,1g
Crunch-Fried Flounder Sandwich,1 serving,1770,100g,179g,38g
Crunch-Fried Shrimp - Entrées,1 serving,290,17g,27g,9g
Crunchies Cinnamon Toast Cookies,6 cookies (30 g),150,6g,21g,1g
Crunchy Almond Butter,2 tbsp (30 g),190,18g,6g,5g
Crunch'n Chew,3 pieces (15 g),60,0g,14g,0g
Crunchtada Tostada,1 serving (168 g),330,14g,41g,12g
Crunchoco,1 serving (35 g),170,6.7g,24.1g,3.3g
Crunchy Almond Butter,2 tbsp (32 g),190,17g,7g,7g
Crunchions,22 pieces (1 oz),130,6g,17g,4g
Crunchy Almond Butter,2 tbsp (32 g),190,16g,7g,7g
Crunchy Almond Butter,2 tbsp (32 g),180,16g,7g,6g
Crunchwrap Supreme,1 serving,540,21g,73g,16g
Crunchy Asian Salad,1 cup,260,17g,26g,5g
Crunchy Apple Crispy Granola Bars,1 bar (21 g),100,3g,15g,2g
Crunchy Almond Butter - No Salt,2 tbsp (32 g),190,16g,7g,7g
Crunchy Almond Flour Cookies Toasted Pecan,4 cookies (29 g),150,9g,16g,2g
Crunchy Almond Flour Cookies Chocolate Chip,4 cookies (29 g),150,9g,16g,2g
Crunchie Bar (40g),1 bar (40 g),185,7.6g,28g,1.4g
Crunchy Baked Cheese,1 package (14 g),75,6.5g,1g,5g
Crunchy Banana Nut,1 cup (55 g),210,4g,42g,5g
Crunchy BBQ Ranch Burrito - Tortilla (Regular),1 serving,977,32.7g,103.89g,40.93g
Crunchy Banana Nut Multigrain Cereal,3/4 cup (59 g),250,6g,44g,5g
Crunchy BBQ Ranch Burrito - Bowl (Small),1 serving,557,20.56g,46.31g,27.14g
Crunchy Breaded Cod Fish Sticks,2.5 sticks (85 g),145,4g,12g,9g
Crunchy Breaded Cod Fillets,1 fillet,210,14g,32g,17g
Crunchy BBQ Ranch Burrito - Bowl (Regular),1 serving,697,25.7g,57.89g,33.93g
Crunchy Bean & Seed Mix,1/3 cup (30 g),100,3.5g,11g,6g
Crunchy Bran & Raisin Cereal,1 cup (53 g),190,1g,44g,3g
Crunchy Breaded Cod,1 fillet (71 g),110,0.5g,9g,8g
Crunchy Breaded Fillets,2 fillets (108 g),240,11g,26g,8g
Crunchy BBQ Ranch Burrito - Tortilla (Small),1 serving,781,21.16g,83.11g,32.74g
Crunchy Breaded Tilapia Fillets,1 fillet (113 g),250,12g,23g,12g
Crunchy Breaded Fish Fillets,2 fillets (108 g),290,14g,29g,14g
Crunchy Breaded Fish Fillets,2 fillets (108 g),220,9g,25g,10g
Crunchy Breaded Fish Sticks,6 sticks (104 g),210,11g,19g,8g
Crunchy Breakfast Bars,1 serving,400,24g,39g,7g
Crunchy Breaded Flounder,1 fillet (128 g),310,12g,35g,15g
Crunchy Boneless Chicken Wings,1 piece,93,5g,7g,6g
Crunchy CA Roll,1 package (258 g),520,24g,69g,8g
Crunchy Brown Rice Roll,1 bar (11 g),41,0.5g,8g,1g
Crunchy Butterfly Shrimp,5 shrimp (3.5 oz),220,8g,27g,9g
Crunchy Buffalo,21 pieces  (28 g),150,10g,16g,2g
Crunchy Cheddar Jalapeno Cheetos,21 pieces (1 oz),160,10g,15g,2g
Crunchy Calamari Roll,1 serving (8 oz),200,20g,71g,11g
Crunchy Cabbage Salad,1 salad,580,31g,48g,29g
Crunchy Caramel Pretzel Ice Cream,1/2 cup (65 g),140,7g,20g,2g
Crunchy Calamari Roll,1 serving (8.33 oz),460,19g,60g,11g
Crunchy Cashew Almond Breakfast Bar,1 bar (40 g),180,10g,17g,5g
Crunchy Cheddar Jalapeno Cheetos (Package),1 package (56.7 g),310,21g,26g,4g
Crunchy Caramel Sea Salt,5 squares (33 g),180,10g,20g,2g
Crunchy California Poke,1 bowl (340 g),610,36g,59g,12g
Crunchy Cheese Curls,3/4 cup (28 g),160,10g,15g,2g
Crunchy Cheese Curls,3/4 cup (30 g),160,9g,18g,2g
Crunchy Cheese Curls,1 oz (28 g),140,8g,15g,2g
Crunchy Cheese Crisps,7 crisps (28 g),180,15g,1g,10g
Crunchy Cheese Bites,1/4 cup (18 g),110,9g,0g,7g
Crunchy Carob Chip Protein Bar,1 bar (2.1 oz),260,15g,22g,17g
Crunchy Cheese Curls,1 oz (28 g),130,5g,20g,2g
Crunchy Cheez Doodles,1 bag (24 g),130,8g,15g,1g
Crunchy Cheetos (1 oz),1 package (1 oz),160,10g,15g,2g
Crunchy Cheese Curls,21 pieces (28 g),160,10g,16g,1g
Crunchy Cheetos,21 pieces (28 g),160,10g,15g,2g
Collagen Peptides,1 scoop (11 g),40,0g,0g,10g
Collagen Peptides,2 scoops (20 g),70,0g,0g,18g
Collagen Peptides,2 scoops (15 g),55,0g,0g,13.5g
Collagen Peptides,1 scoop (11 g),40,0g,0g,10g
Collagen Peptides,1 scoop (10 g),35,0g,0g,9g
Collagen Peptides,2 scoops (11 g),38,0g,0g,10g
Collagen Peptides,1 scoop (11 g),44,0g,0g,11g
Collagen Peptides,1 scoop (7 g),25,0g,0g,6g
Collagen Peptides,1 scoop (11.1 g),40,0g,0g,10g
Collagen Peptides,2 tbsp (14 g),40,0g,0g,9g
Collagen Peptides,1 scoop (8 g),30,0g,0g,7g
Collagen Peptides - Unflavoured,2 scoops (20 g),70,0g,0g,18g
Collagen Peptides - Strawberry Lemonade,1 scoop (14.4 g),45,0g,0g,11g
Collagen Peptides - Chocolate,2 scoops (33 g),130,3.5g,7g,19g
Collagen Peptides - Unflavoured (Packet),1 packet (13 g),50,0g,0g,12g
Collagen Peptides - Vanilla,2 scoops (33 g),140,4g,7g,19g
Collagen Peptides (Bottle),11 fl oz (325 ml),140,6g,4g,18g
Collagen Peptides (Packet),1 packet (10 oz),35,0g,0g,9g
Collagen Peptides (Lemon),1 serving (22 g),80,0g,0g,18g
Collagen Peptides (10g),2 tbsp (10 g),40,0g,0g,9g
Collagen Peptides Dark Chocolate,1 rounded scoop (15.71 g),50,0.5g,2g,11g
Collagen Peptides Dark Chocolate Blackberry,1 packet (15 g),60,0g,4g,9g
Collagen Peptides Chocolate,2 scoops (27 g),90,1g,4g,18g
Collagen Peptides + Probiotics,1 scoop (21 g),80,0g,0g,19g
Collagen Peptides Chocolate Flavor,2 scoops (29 g),90,0g,7g,19g
Collagen Peptides Plus,collagen peptides plus (20.2 g),70,0g,0g,18g
Collagen Peptides Advanced,3 tablespoons (20 g),70,0g,0g,18g
Collagen Peptides Bio+,1 scoop (11 g),40,0g,0g,10g
Collagen Peptides Protein Powder Unflavored,1 scoop (20 g),70,0g,0g,18g
Collagen Powder,1 scoop (10 g),35,0g,0g,9g
Collagen Powder,1 scoop (10 g),35,0g,0g,9g
Collagen Peptides Vanilla,2 scoops (23 g),80,0g,3g,18g
Collagen Power Pineapple Kale - 20oz,1 serving (20 oz),260,2g,56g,10g
Collagen Power Pineapple Kale - 32oz,1 serving (32 oz),400,2.5g,87g,15g
Collagen Protein,1 scoop (15 g),59,0g,0g,14g
Collagen Protein,1 scoop (20 g),70,0g,0g,18g
Collagen Power Pineapple Kale - 40oz,1 serving (40 oz),520,3.5g,111g,20g
Collagen Pro,2 level scoops (283 g),50,0g,0g,14g
Collagen Protein,2 scoops (22 g),80,0g,0g,20g
Collagen Protein,1 scoop (22.2 g),80,0g,0g,20g
Collagen Protein Bar Chocolate Chip Cookie Dough,1 bar (40 g),190,12g,12g,11g
Collagen Protein,1 heaping tbsp,28,0g,0g,7g
Collagen Protein (Unflavored),1 scoop (12.5 g),45,0g,0g,11g
Collagen Protein,1 scoop (10 g),36,0g,0g,9g
Collagen Protein,1 scoop (20 g),70,0g,0g,18g
Collagen Protein,1 scoop (22.5 g),90,1g,0g,18g
Collagen Protein Bar Cafe Latte,1 bar (40 g),180,12g,12g,11g
Collagen Protein Bar Lemon Cookie,1 bar (40 g),180,12g,12g,11g
Collagen Protein Bar Vanilla Shortbread,1 bar (40 g),190,12g,12g,11g
Collagen Protein Bar Fudge Brownie,1 bar (40 g),180,11g,13g,11g
Collagen Protein Bar Mint Chocolate Chip,1 bar (45 g),220,14g,15g,12g
Collagen Protein Peptides,1 scoop (20.3 g),80,0g,0g,18g
Collagen Protein Powder,2 heaped tbsp (35 g),130,2g,9g,20g
Collagen Protein Oats Blueberry Walnut,1/3 cup (40 g),160,3.5g,26g,6g
Collagen Quench Triple Berry,2 scoops (20 g),60,0g,4g,10g
Collagen Protein Shake,1 scoop (33 g),110,0.8g,3.4g,20g
Collagen Renew,1 scoop (2.6 g),10,0g,0g,2g
Collagen Replenish Powder,1 scoop (2.6 g),10,0g,0g,2g
Collagen Shot,1 packet (25 g),60,0g,4g,10g
Collagen Sports Greens,2 scoops (45 g),170,3g,10g,26g
Collagen Shake Vanilla Almond,1 packet (25 g),100,2g,5g,15g
Collagen Shot,1 bottle (74 ml),45,0g,5g,10g
Collagen Water (Strawberry Lemon),1 bottle (12 oz),60,0g,4g,10g
Collagen Strawberry Lemonade Drink Mix,1 packet (9 g),35,0g,6g,2g
Collagen Water Blackberry Hibiscus,1 bottle (12 oz),60,0g,5g,10g
Collagen Shots,1 bottle (3 oz),45,0g,4g,7g
Collagen Smoothie,1 bag (200 g),50,0g,12g,2g
Collagen Water,1 bottle (355 ml),60,0g,4g,10g
Collagen Whey Banana Cinnamon Vanilla,2 scoops (38 g),140,1g,7g,27g
Collagen Water Original,1 bottle (12 oz),50,0g,2g,10g
Collagen Whey Protein,2 scoops (39 g),150,2g,8g,25g
Collagen+,1 scoop (10 g),35,0g,0g,9g
Collagen-9,2 scoops (11.6 g),45,0g,0g,10g
Collagen Whey Protein,1 scoop (31 g),120,2g,6g,20g
Collagen-Infused Water,1 bottle (500 ml),40,0g,0g,10g
Collagenup,1 scoop (5.16 g),20,0g,0g,4g
Collard Green Chicken Barley Soup - Bread Boule,1 serving (8 oz),140,4.5g,17g,7g
Collard Green Chicken Barley Soup - Cup,1 serving (12 oz),210,7g,26g,11g
Collard Green Chicken Barley Soup - XL,1 serving (32 oz),560,18g,68g,28g
Collard Green Chicken Barley Soup - Bowl,1 serving (16 oz),280,9g,34g,14g
Collard Greens,1/2 cup (118 g),15,0g,2g,2g
Collard Greens Southern Style,1/2 cup (118 g),25,0g,5g,2g
Collard Greens,1/2 cup (116 g),30,0.5g,5g,1g
Collard Greens,2 1/2 cups (85 g),25,0g,5g,2g
Collard Greens,1 serving (50 g),90,5g,6g,5g
Collard Greens,1 1/2 cups (85 g),25,0g,5g,2g
Collard Greens,2 1/2 cups (85 g),25,0.5g,5g,3g
Collard Greens,1 cup (87 g),30,0g,3g,2g
Collezione Spaghetti,1 cup (56 g),200,1g,42g,7g
Colliders,1 dessert (99 g),190,9g,27g,2g
Colliders Chopped,1 dessert  (99 g),190,8g,25g,3g
Colliders,1 dessert (99 g),200,10g,28g,1g
Colliders Layered,1 dessert (99 g),180,9g,23g,3g
Collezione,1 portion (100 g),394,12g,55.5g,13.5g
Collisions Zesty Taco Chipotle Ranch Tortilla Chips,11 chips (1 oz),150,8g,18g,2g
Colliders Twisted,1 dessert (99 g),220,12g,26g,3g
