Name,Serving,Calories,Fat,Carbs,Proteins
Paleo Lemongrass Chicken,5 oz (140 g),170,7g,5g,20g
Paleo Korean BBQ-Style Chicken,1 bowl (269 g),300,4.5g,43g,21g
Paleo Low Carb Thai Fried Rice with Chicken,1 serving,276,17g,8g,22g
Paleo Organic Beef Chili & Sweet Potato,1 tray (284 g),290,10g,29g,20g
Paleo Nut Mix,1 oz (28 g),170,15g,7g,5g
Paleo Organic Shepherd's Pie with Grass Fed Beef,1 tray (312 g),350,17g,29g,18g
Paleo Organic Lemongrass Chicken Meatballs,4 meatballs (85 g),130,6g,5g,13g
Paleo Protein,1 scoop (29.4 g),110,0g,8g,20g
Paleo Pancakes,1 pancake (32 g),170,13g,7g,9g
Paleo Pizza Crust,1 sheet (45 g),210,15g,14g,7g
Paleo Organic Chicken & Vegetable Stir Fry,1 package (284 g),200,2g,33g,13g
Paleo Pad Thai Noodle Omelette,1 serving,321,14.6g,7g,40g
Paleo Pancake & Waffle Mix (35g),1/4 cup (35 g),130,1.5g,18g,10g
Paleo Pancake & Waffle Mix,1/3 cup (38 g),160,6g,21g,5g
Paleo Organic Teriyaki Pineapple Chicken Meatballs,4 meatballs (85 g),140,5g,6g,13g
Paleo Protein Bar - Glazed Donut,1 bar (62 g),190,5g,24g,20g
Paleo Protein Bar - Chocolate Mint,1 bar (63 g),190,10g,24g,20g
Paleo Nutty Chocolate Trail Mix,1/4 cup (33 g),210,16g,10g,5g
Paleo Protein Bar - Vanilla Cake,1 bar (60 g),180,4g,25g,20g
Paleo Protein Bar - Sunflower Butter,1 bar (58.3 g),150,3g,28g,20g
Paleo Protein Bar - Chocolate Brownie,1 bar (60 g),170,5g,28g,20g
Paleo Pad See Ew,1 serving,278,12.2g,5g,36g
Paleo Protein Bar - Blueberry Tart,1 bar (64.7 g),210,10g,23g,20g
Paleo Protein Bar - Vanilla Cookie,1 bar (62.7 g),210,8g,25g,20g
Paleo Ranch Chicken,1 container (350 g),690,57g,10g,36g
Paleo Pulled Chicken,5 oz (140 g),150,2g,12g,19g
Paleo Salmon Meal For One,1 meal (12 oz),330,8g,44g,24g
Paleo Snack Mix,1/3 cup (28 g),160,11g,12g,2g
Paleo Puffs,1 oz (28 g),130,6g,18g,0g
Paleo Sloppy Joes (Large),1 meal (470 g),580,19g,60g,42g
Paleo Roasted Garlic Chicken,5 oz (140 g),150,6g,3g,21g
Paleo Salmon Cakes,1 cake,82,3g,2g,10g
Paleo Sichuan Dry-Fried Green Beans,1 serving,224,14.5g,13g,12g
Paleo Protein Powder,1 scoop (30.3 g),120,1g,1g,26g
Paleo Thin Crackers,6 crackers (14 g),70,4.5g,7g,2g
Paleo Style Muesli,1/4 cup (24 g),140,10g,9g,3g
Paleo Thin Sandwich Bread,1 slice (43 g),90,6g,7g,6g
Paleo Thin Grass Fed Beef Protein Vanilla Nut,1 scoop (30 g),127,3g,2g,23g
Paleo Salmon Bowl,1 bowl,660,53g,21g,30g
Paleo Sloppy Joes (Medium),1 container (319 g),380,14g,25g,34g
Paleo Spaghetti Noodles Cashew Cream Sauce,1 serving,595,38.4g,55g,19g
Paleo Steak Chili,1 cup (220 g),170,6g,10g,21g
Paleo Protein Egg White Protein - Cinnamon Roll,1 scoop (27.98 g),100,0g,3g,21g
PaleoCleanse,1 scoop (18 g),50,1g,3g,8g
Paleo Trail Mix,1/2 package  (43 g),160,10g,14g,8g
PaleoFiber,1 scoop (5 g),10,0g,4g,0g
Paleo Toaster Waffles,2 waffles (68 g),240,16g,22g,5g
Paleo Waffle,1/2 waffle (72 g),180,14g,10g,10g
Paleo Worcestershire Sauce Hamburger Steak,1 serving,270,18.8g,4g,21g
Paleta Payaso,1 paleta (45 g),170,5g,31g,1g
PaleoFiber RS,1 scoop (10 g),15,0g,8g,0g
Paleo-Friendly Pulled Pork,1 tray (354 g),440,28g,21g,27g
Paletas Frozen Fruit Bars Pina Colada,1 bar,130,3.5g,25g,1g
PaleoMeal,1 scoop (36 g),100,1g,8g,17g
Palitos De Yuca,100 g,220,7g,38g,1g
Paleta Strawberry Cream Fruit Bars,1 bar (48 g),100,4.5g,13g,1g
Paleonola,1/4 cup (28 g),160,14g,8g,3g
Palmetto Cheese,2 tbsp (30 g),140,13g,0g,4g
Palm Noodle Pad Thai,1 tray (344 g),470,22g,41g,29g
Palm Peach Applesauce,1 container (90 g),70,0g,15g,0.5g
Palm Springs Banana Chocolate Date Shake,310 (122 g),310,17g,32g,3g
Palmetto Cheese,2 tbsp (30 g),140,13g,1g,4g
Palmeritas,6 cookies (31 g),150,5g,23g,2g
Palmier Cookies,1 cookie (26 g),130,6g,16g,2g
Palmier,1 palmier (25 g),140,8g,14g,1g
Palmier,1 serving,340,16g,47g,0g
Palmetto Cheese with Jalapenos,2 tbsp (30 g),130,12g,1g,3g
Palmier,1 cookie,260,14g,34g,2g
Palmier Cookie,1 serving (95 g),370,17g,50g,6g
Palmiers,2 cookies (26 g),120,6g,15g,2g
Palmiers,1 cookie,200,12g,21g,2g
Paloma Rosa,1 serving,320,0g,37g,0g
Palmini Pasta Shrimp Stir Fry,1 serving,339,17g,9g,39g
Paloma,1 serving (12 oz),160,0g,13g,0g
Pan Bimbo Diet,1 slice (28 g),60,0g,12g,2g
Pan Asian Sauce,1 serving,60,4g,7g,1g
Pan Bauletto Integrale,1 slice (23.6 g),61,1.3g,8.9g,2.5g
Paloma Rosa (PR),1 serving,350,0g,38g,0g
Paloma Rosa (UT),1 serving,270,0g,33g,0g
Pan Asian Sauce - Catering,1 serving,280,5g,56g,3g
Paloma,1 can (12 oz),206,0g,16.7g,0g
Pan Asian Sauce - Catering (Individually Packaged),1 serving,60,4g,7g,1g
Paloma Mimosa Cocktail,1 serving,210,0g,24g,0g
Pan Club Integral Blanco,1 slice (32 g),80,1g,16g,3g
Pan Blanco Grande (57 g),2 slices (57 g),150,2g,29g,5g
Pan Cero Cero,2 slices (55 g),120,1g,23g,8g
Pan Blanco Grande (28 g),1 slice (28 g),70,0.5g,14g,2g
Pan De Agua,2 oz (56 g),150,1g,30g,5g
Pan De Canela,1 slice (25 g),70,1.5g,12g,2g
Pan De Agua,2 oz (57 g),150,1g,30g,6g
Pan con Linaza,2 slices (58 g),170,3g,28g,7g
Pan De Mallorca,1 slice (45 g),140,3g,24g,4g
Pan Club Integral,1 slice (32 g),90,1g,17g,3g
Pan de Canela,1 rebanada (26 g),80,1g,15g,2g
Pan Fried Vegetable Dumplings,1 dumpling,66,2g,11g,2g
Pan De Sal,1 roll,100,2g,19g,5g
Pan de Polvo,1 cookie (7 g),35,2g,4g,0g
Pan Blanco Chico,2 slices (41 g),120,1g,26g,3g
Pan Goccioli,1 roll (42 g),140,5g,19.7g,3.5g
Pan Crust (Personal),1 serving,100,2.5g,15g,3g
Pan Fried Cod Fish,1 serving,236,12g,1g,30g
Pan De Bono,1 serving (61 g),159,9g,11g,8g
Pan Di Stelle,1 biscuit (7.8 g),38,1.6g,5.1g,0.6g
Pan Integral,1 slice (46 g),80,1g,16g,2g
Pan Integral,2 slices (52 g),140,2g,28g,5g
Pan Integral Sin Corteza,2 rebanadas (45 g),110,1.5g,19g,5g
Pan Pasta - Chicken Carbonara,1 cup (213 g),320,12g,38g,14g
Pan Pasta - Rotini with Meat Sauce,1 cup (211 g),280,10g,31g,15g
Pan Pasta - Chicken Alfredo,1 cup (213 g),450,27g,38g,16g
Pan Roasted Turkey Breast,2 oz (56 g),60,1g,0g,12g
Pan Grilled Tilapia,1 serving (8 oz),289,13g,34g,59g
Pan Roasted Turkey Breast Deli Meat,2 oz (56 g),60,1g,1g,12g
Pan Sear Garlic & Herb Tilapia,1 fillet (140 g),230,9g,13g,21g
Pan Perro,1 unidad  (34 g),100,1.5g,19g,4g
Pan Pizza Chicken Carbonara,1/5 pizza (135 g),300,10g,37g,19g
Pan Sobao,2 oz (57 g),170,3g,30g,5g
Pan Sear Teriyaki Sesame Salmon,1 filet (126 g),240,12g,10g,18g
Pan Seared Chicken,1 serving (407 g),540,32g,7g,56g
Pan Integral,1 rebanada (30 g),80,1g,16g,3g
Pan Seared Sea Bass,1 serving,520,29g,23g,45g
Pan Pita Integral,1 unidad (43 g),100,0.6g,20g,3.7g
Pan Sobao,2 oz (56 g),170,1.5g,34g,6g
Pan Tostado,2 slices (18 g),60,0.5g,12g,2g
Panang Curry,1/4 package,420,9g,35g,3g
Panang Beef,1/2 pack (368 g),440,13g,56g,22g
Panama Peach,8 fl oz (237 ml),5,0g,9g,0g
Pan Tostado Clasico,3 slices (45 g),180,3.5g,34g,5g
Panang Curry Chicken,1 serving (255 g),280,7g,34g,19g
Panang Curry,114 (114 g),140,9g,14g,4g
Panang Curry Paste,1 tsp (6 g),10,0g,2g,0g
Pancake & Sausage on A Stick,1 piece (71 g),220,14g,21g,6g
Panang Curry Paste,1 tbsp (20 g),25,0g,4g,1g
Panang Curry Paste,2 tsp (10 g),15,0g,2g,1g
Pancake & Sausage on A Stick,1 piece (67 g),230,17g,15g,5g
Pancake & Sausage on A Stick,1 piece (71 g),180,9g,21g,6g
Panang Ginger Curry Simmer Sauce,1/2 cup (120 ml),170,13g,11g,1g
Pancake & Sausage Platter,1 serving,620,29g,79g,13g
Pancake & Waffle Mix,2 4 pancakes (35 g),120,0g,26g,3g
Pancake & Waffle Mix (27g),1/4 cup (27 g),55,1g,17g,5g
Pancake & Waffle Mix,2 pancakes (17 g),150,12g,9g,9g
Pancake & Turkey Sausage on A Stick,1 package (71 g),160,6g,19g,8g
Pancake & Waffle Mix (41 g),1/2 cup (57 g),200,1.5g,43g,4g
Pancake & Waffle Mix,3 pancakes (40 g),170,8g,22g,4g
Pancake & Waffle Mix - Extra Light & Fluffy (Add Milk),1/3 cup dry mix (44 g),150,1.5g,31g,4g
Pancake & Waffle Mix,1/3 cup dry mix (46 g),160,1g,33g,5g
Pancake & Waffle Mix,1/4 cup dry mix (110 g),80,1.5g,6g,13g
Pancake & Waffle Syrup,1/4 cup (60 ml),230,0g,59g,0g
Pancake & Waffle Syrup,1/4 cup (60 ml),210,0g,53g,0g
Pancake & Waffle Syrup,1/4 cup (60 ml),210,0g,53g,0g
Pancake & Waffle Mix,1/3 cup (40 g),150,2g,29g,3g
Pancake & Waffle Mix - Extra Light & Fluffy (Add Water),1/3 cup dry mix (44 g),150,2g,30g,4g
Pancake & Waffle Syrup,1/4 cup (60 ml),210,0g,52g,0g
Pancake & Waffle Mix (35g),1/3 cup (35 g),70,4.5g,20g,7g
Pancake & Waffle Mix (58 g),1/2 cup dry mix (58 g),210,2g,43g,2g
Pancake & Waffle Syrup,2 tbsp (30 ml),100,0g,26g,0g
Pancake & Waffle Syrup,1/4 cup (60 ml),210,0g,52g,0g
Pancake and Sausage on A Stick,1 piece (69 g),140,2.5g,21g,9g
Pancake and Waffle Mix,1/4 cup (21 g),45,2g,13g,3g
Pancake & Waffle Syrup,1/4 cup (60 ml),210,0g,53g,0g
Pancake & Waffle Mix,Four 4 pancakes (61 g),220,2.5g,42g,6g
Pancake and Waffle Syrup,1 serving,240,0g,58g,0g
Pancake and Waffle Mix,1/2 cup (56 g),198,2g,30g,15g
Pancake A La Cup,1 container (38 g),180,15g,13g,6g
Pancake and Waffle Syrup,1/4 cup,200,0g,51g,0g
Pancake Cookies,2 cookies (46 g),210,6g,30g,3g
Pancake Bread,1/8 loaf (53 g),190,10g,25g,2g
Pancake Krimpets,1 package (2 cakes),290,11g,45g,3g
Pancake Flavored Puffcorn,3 cups (28 g),150,9g,17g,1g
Pancake Mix,3 4 pancakes,140,2g,27g,3g
Pancake Creations Family Feast,1 serving,3510,184g,364g,100g
Pancake Mix,1 packet (39 g),150,2g,13g,19g
Pancake Mix,1/5 package (38 g),150,0g,36g,5g
Pancake Mix,1 package (35 g),170,1.5g,33g,9g
Pancake Mix,1 pouch (25 g),90,1g,6g,15g
Pancake Mix,2 pancakes (83 g),210,14g,19g,7g
Pancake Mix,1 packet (38 g),160,6g,16g,10g
Pancake Mix,1/3 cup dry mix (49 g),180,2g,37g,4g
Pancake Syrup,1/4 cup,25,0g,7g,0g
Pancake on The Go,1 cup (58 g),210,3g,42g,5g
Pancake Mix,1/4 cup (42 g),150,1g,28g,8g
Pancake Platter,1 serving,440,12g,79g,5g
Pancake Sundae,1 serving,410,14g,62g,10g
Pancake Mix,1/3 cup (54 g),200,4g,37g,5g
Pancake Syrup,1/4 cup (60 ml),210,0g,53g,0g
Pancake Syrup,1/4 cup (60 ml),210,0g,53g,0g
Pancake Syrup,1/4 cup,210,0g,54g,0g
Pancake Syrup,1/4 cup (60 ml),220,0g,56g,0g
Pancake Syrup,1/4 cup (60 ml),210,0g,53g,0g
Pancake Syrup,2 fl oz  (60 ml),220,0g,56g,0g
Pancake Syrup,1/4 cup (2 oz),105,0g,26g,0g
Pancake Syrup Lite,2 tbsp (30 ml),20,0g,5g,0g
Pancake Syrup,1 serving,160,0g,39g,0g
Pancake Syrup,1 serving,190,0g,47g,5g
Pancake Syrup - 2 oz,1 serving (56 g),140,0g,35g,0g
Pancake Syrup,4 tbsp (60 ml),240,0g,63g,0g
Pancake Syrup,1/4 cup (60 ml),220,0g,56g,0g
Pancake Wrap,1 wrap (80 g),170,6g,21g,9g
Pancakes,1/3 cup (40 g),140,1.5g,30g,3g
Pancakes,2 pancakes (78 g),210,3g,40g,4g
Pancakes,1/2 cup dry mix  (60 g),210,1.5g,42g,6g
Pancakes,1 packet (39 g),120,0.5g,19g,12g
Pancake Syrup,2 tbsp (30 ml),45,0g,12g,0g
Pancake Tacos - Two Pancakes Filled with Bacon Eggs and Cheese,1 serving,930,50g,77g,43g
Pancakes,1 serving (31 g),80,4g,9g,2g
Pancakes,2 4 pancakes (40 oz),250,3.5g,27g,4g
Pancakes,3 pancakes (117 g),280,6g,50g,6g
Pancakes - Short Stack (2),1 serving (77 g),150,4g,24g,4g
Pancakes,2 pancakes (18 g),90,8g,5g,3g
Pancakes & Sausage Bites,1 package (99 g),280,15g,25g,9g
Pancakes & Sausage,1 package (298 g),750,39g,79g,24g
Pancakes,1 packet (38 g),120,1g,15g,15g
Pancakes,2 pancakes (77 g),148,2g,28g,4g
Pancakes,one,453,3g,64g,39g
Pancakes,3 pancakes (109 g),210,4g,27g,15g
Pancakes,1 serving (3 pancakes) (117 g),260,5g,46g,6g
Pancakes Minis,11 pancakes (110 g),270,8g,42g,5g
Pancakes & Sausage Minis - Original,3 pieces (72 g),320,19g,28g,9g
Pancakes & Sausage on A Stick,1 serving (71 g),210,10g,26g,5g
Pancakes,1 packet (39 g),120,0.5g,19g,12g
Pancakes (For 4),1 serving (85 g),430,29g,26g,16g
Pancakes,3 pancakes (105 g),250,8g,40g,5g
Pancakes & Sausage on A Stick,1 stick (71 g),260,16g,23g,6g
Pancakes with Maple Syrup,1 serving (122 g),540,34g,40g,19g
Pancakes Buttermilk with Margarine,2 pieces,480,13g,77g,10g
Pancakes Hearty 9-Grain,1 serving,410,11g,68g,10g
Pancakes with Syrup & Margarine,1 serving,630,17g,108g,9g
Pancakes Buttermilk,1 serving,450,11g,77g,10g
Pancetta,2 oz (56 g),200,16g,0g,12g
Pancakes Full Stack,1 serving,1500,80g,160g,10g
Pancakes Short Stack,1 serving,920,50g,110g,10g
Pancetta,1 oz  (28 g),120,11g,1g,4g
Pancetta,1/2 oz (14 g),50,4.5g,0g,2g
Pancetta,2 oz (56 g),170,14g,1g,10g
Pancetta,2 slices  (14 g),50,4.5g,0g,2g
Pancetta,1 serving (1 oz),140,13g,1g,3g
Pancetta,1 oz (28 g),140,14g,0g,3g
Pancetta,2 oz (56 g),200,18g,0g,10g
Pancarrè,1 fetta (17.8 g),51,0.9g,9g,1.3g
Pancetta Americana,1 oz (28 g),150,14g,0g,4g
Pancetta,1 serving (1 oz),30,2g,0g,2.5g
Pancetta Leek & Goat Cheese Frittata,1 package (255 g),310,14g,25g,20g
Pancho Villa Salad - Big,1 serving,750,52g,47g,38g
Pancheesi,1 serving (95 g),110,0.5g,9g,17g
Pancit Palabok,1 serving,305,9g,39g,17g
Pancho Villa Wrap,1 serving,1040,61g,91g,44g
Pancit Canton Citrus Flavor,1 pack (60 g),280,13g,35g,6g
Pancho Villa Salad - Regular,1 serving,740,52g,46g,37g
Pancit Canton Chilimansi,1 serving (60 g),280,13g,34g,7g
Panda Brand Oyster Flavored Sauce,1 tbsp (19 g),20,0g,5g,0g
Pandan Cake,1 piece (20 g),80,3g,11g,2g
Pane Italian Bread,2-3/4  slice (57 g),140,1.5g,26g,5g
Pane Di Casa,2 slices,120,0g,24g,6g
Panda Brand Sauce For Orange Chicken,2 tbsp (39 g),80,0g,20g,0g
Pandebono,1 roll (70 g),180,10g,13g,9g
Pane Toscano,1/8 loaf (57 g),160,1.5g,32g,5g
Paneer,1 cube (1 oz),90,8g,0g,6g
Pane Turano Italian Bread,1 slice (52 g),130,0.5g,27g,5g
Pane Napoli Bread,2 oz (57 g),120,0g,25g,5g
Pandebono,1 piece (46 g),140,7g,15g,3g
Pane Di Casa Vienna Roll,1 roll (110 g),260,2g,50g,9g
Pane Italiano Bread,1 slice (65 g),160,1.5g,30g,6g
Pane di Casa,2 oz (57 g),120,0g,24g,4g
Paneer,1 oz (28 g),90,7g,1g,7g
Paneer Biryani,1/2 package (125 g),210,6g,32g,7g
Paneer Butter Masala,1/3 pack (100 g),126,6g,12g,6g
Paneer,5 pieces (30 g),90,7g,1g,6g
Paneer Hariyali,1/2 package (141 g),170,13g,8g,4g
Paneer Butter Masala,1/2 pack (150 g),140,11g,7g,4g
Paneer Paratha,1 piece (92 g),290,11g,40g,7g
Paneer Butter Masala,1 container,790,36g,90g,32g
Paneer Makhani,1/2 pack (142.5 g),220,17g,8g,10g
Paneer Paratha,1 paratha (100 g),320,17g,32g,11g
Paneer Makhani,1/2 pack (140 g),220,16g,13g,6g
Paneer Kulcha,1 kulcha (60 g),200,7g,26g,8g
Paneer Makhani,1/2 pouch (150 g),250,19g,13g,7g
Paneer Tikka Masala,1/3 pack (100 g),180,9g,18g,8g
Paneer Tikka Masala,1/2 package (142.5 g),230,17g,9g,11g
Paneer Roll Achari,1 roll (95 g),220,6g,34g,8g
Paneer Masala Naan,1 piece  (92 g),230,4g,40g,8g
Paneer Tikka Masala,1 tray (350 g),340,15g,38g,13g
Paneer Tikka Masala,1 tray (255 g),410,23g,39g,15g
Paneer Tikka Masala,1/3 pack (100 g),139,7g,14g,5g
Paneer Masala,1 serving (446 g),800,28g,104g,34g
Paneer Tikka Masala Burrito,1 burrito,707,10g,120g,15g
Paneer Tikka Masala,1 tray (255 g),390,19g,41g,16g
Panela Light,1 slice (30 g),52,2.7g,1.2g,5.7g
Paneer Tikka Samosa,1 piece (75 g),230,13g,22g,7g
Panetini Oven Baked Italian Toast,2 pieces (16 g),70,4g,8g,1g
Panela Whole Milk Fresh Cheese,1 oz (28 g),70,5g,1g,4g
Panela Mexican Farmers Cheese,1 oz (28 g),80,6g,1g,5g
Panella Bread,1 oz (28 g),70,0g,15g,3g
Panetela,1 piece (26 g),100,4g,15g,1g
Panella Bread with Butter (Loaf),1 serving,550,44g,90g,15g
Panella Bread with Butter (Individual),1 serving,180,15g,30g,5g
Panela Cheese,1 oz (28 g),80,6g,2g,5g
Panela Fresca Cheese,1 oz (30 g),90,7g,2g,6g
Panera Bread Spicy Chicken Ciabatta Dipper,Half sandwich,510,22g,52g,28g
Panettone,2 slices (50 g),180,7g,27g,4g
Panettone,1/9 cake (83 g),270,11g,37g,5g
Panettone,1/9 cake (83 g),310,12g,46g,6g
Panettone,1 slice (56 g),190,5g,31g,5g
Panettone,1 slice (50 g),180,7g,27g,4g
Panettone,1 piece (83 g),325,11g,50g,5g
Panettone with Chocolate Chips,1/9 cake (80 g),320,15g,41g,5g
Panfried Fish Cake,1 serving (70 g),100,3g,12g,8g
Panettone Bread,1 slice (49 g),160,5g,26g,3g
Panettone,1/9 cake (83 g),300,11g,44g,6g
Panettone Classico,1 unit (100 g),360,15g,49g,7g
Pangasius Vietnamese Catfish,3 oz (85 g),90,4g,0g,13g
Panini Chicken Tender on Ciabatta,1 sandwich,516,22.9g,53.6g,16g
Panini Bread,1 flatbread (102 g),300,6g,52g,10g
Pani Puri,5 pieces (14 g),70,3g,8g,1g
Panic Pancakes,1/2 cup (54.4 g),200,5g,19g,20g
Panini Bread Multigrain,1 slice (57 g),160,4g,23g,6g
Panini,1 serving,361,16.6g,0.6g,1.7g
Panini Deli-Style Ham & Swiss,1/2 piece (106 g),220,8g,25g,11g
Panini Rustic Rolls,1 roll (2 oz),130,0g,28g,5g
Panini Slims,1 panini  (78 g),190,2g,36g,6g
Panino Pepperoni Wrapped Mozzarella Cheese,2 pieces (42.5 g),150,13g,1g,9g
Panettone Vanilla,1/9 cake (83 g),330,16g,41g,5g
Panini Rolls,1 roll (75 g),160,3.5g,28g,1g
Panketo,1 slice (30 g),35,1.5g,12g,4g
Pangburn's Millionaires (Pecans & Honey Caramel Covered in Milk Chocolate),1 serving (52 g),250,15g,28g,3g
Panko Bread Crumbs,1/2 cup (28 g),100,0.5g,19g,3g
Panko,1/2 cup (27 g),90,0.5g,19g,4g
Panko Bread Crumbs,1/4 cup (28 g),100,1.5g,19g,3g
Panko Bread Crumbs,1/3 cup (20 g),70,0g,15g,3g
Panko Bread Crumbs,1/2 cup (30 g),110,1g,22g,3g
Panko Bread Crumbs,1/4 cup (30 g),120,3.5g,19g,3g
Panko Breadcrumbs - Italian Style,1/4 cup (20 g),70,0.5g,15g,2g
Panko Bread Crumbs - Italian Style,1/4 cup (20 g),70,0.5g,15g,2g
Panko Breadcrumbs,1/3 cup (20 g),80,0g,15g,2g
Panko Breadcrumbs - Original,1/4 cup (20 g),71,0g,15g,2g
Panko Bread Crumbs,1/3 cup (30 g),110,0.5g,23g,4g
Panko Bread Crumbs,1/3 cup (28 g),100,0.5g,21g,4g
Panko Bread Crumbs,1/3 cup (28 g),100,0.5g,21g,4g
Panko Breadcrumbs,1/2 cup (34 g),130,0g,28g,4g
Panko Breadcrumbs - Whole Wheat Style,1/4 cup (20 g),70,0.5g,14g,3g
Panko Breaded Chicken Breast Tenderloins,4 oz (112 g),210,9g,13g,20g
Panko Breaded Calamari,3 oz (85 g),260,17g,19g,9g
Panko Breaded Chicken Breast Patties,1 pattie (114 g),260,13g,20g,16g
Panko Breaded Alaskan Pollock Fillets,2 pieces (113 g),220,9g,21g,14g
Panko Breaded Chicken Breast Nuggets,4 pieces (85 g),210,11g,15g,12g
Panko Breaded Chicken Breast Tenderloins,4 oz (112 g),210,9g,13g,20g
Panko Breaded Shrimp,3 shrimp (3 oz),190,8g,18g,12g
Panko Breaded Cod,2 pieces (91 g),180,8g,17g,11g
Panko Breaded Haddock,1 filet (100 g),220,9g,26g,8g
Panko Breaded Dino Nuggets,4 pieces (88 g),240,15g,16g,10g
Panko Crispy Plain Bread Crumbs,1/4 cup (28 g),100,1g,20g,3g
Panko Crusted Chicken Breasts,1 serving (4 oz),160,2g,15g,18g
Panko Chicken Nuggets,5 pieces (90 g),210,13g,12g,11g
Panko Crumb Wild Cod,1 fillet (98 g),230,11g,22g,11g
Panko Chicken Romano Bowl,1 package (340 g),400,8g,59g,23g
Panko Chicken Breast Nuggets,1 serving (83 g),180,10g,12g,11g
Panko Breaded Tilapia Fillets,1 fillet (110 g),310,21g,19g,12g
Panko Crusted Wild Alaska Pollock,1 piece (112 g),230,8g,21g,11g
Panko Crusted Chicken Romano,1 meal (276 g),360,9g,49g,20g
Panko Fish Slider - Plain,1 serving (100 g),320,20g,25g,9g
Panko Fish Slider w/Cheese,1 serving (108 g),340,22g,25g,11g
Panko Fish Slider w/Cheddar Cheese,1 serving (109 g),350,23g,26g,11g
Panko Crispy Bread Crumbs Italian Style,1/4 cup (28 g),100,1g,20g,2g
Panko Fish Slider w/Jalapeno Cheese,1 serving (109 g),350,23g,26g,11g
Panko Breaded Tilapia,1 piece (82 g),190,8g,17g,12g
Panko Ranch Pork Chops,1 serving (613 g),710,37g,64g,37g
Panko Fried Chicken,1 serving,190,3.5g,15g,23g
Panko Onion Rings,1 serving (118 g),440,24g,52g,6g
Panko Seasoned Bread Crumbs,1/2 cup (28 g),100,1g,20g,3g
Panner Creamy Peanut Butter,2 tbsp (32 g),180,15g,8g,7g
Panky,1 wafer (17.5 g),90,4.7g,11g,1.1g
Panko Flakes,1/3 cup (20 g),80,0.5g,15g,2g
Panko Surf & Turf Slider w/Smoked Cheddar Cheese,1 serving (183 g),560,37g,36g,22g
Panko Surf & Turf Slider w/Cheese (New York / New Jersey Only),1 serving (186 g),550,36g,36g,21g
Panko Surf & Turf Slider w/Jalapeno Cheese (New York / New Jersey Only),1 serving (189 g),570,37g,38g,22g
Panko Surf & Turf Slider w/Smoked Cheddar Cheese (New York / New Jersey Only),1 serving (189 g),570,37g,38g,22g
Panko Surf & Turf Slider w/Jalapeno Cheese,1 serving (183 g),560,37g,36g,22g
Pan-Sear Selects Wild Pacific Salmon,1 fillet (140 g),220,10g,9g,23g
Pan-Sear Selects Lemon Pepper Sole,1 fillet (140 g),230,12g,16g,17g
Panquecito,1 piece (50 g),170,4.5g,29g,4g
Panko Shrimp,3.5 oz (100 g),160,1.5g,22g,15g
Pannini,1/3 roll (17 g),45,0g,9g,1g
Panko Japanese Style Bread Crumbs,1/2 cup (30 g),110,0g,24g,4g
Pan-Sear Selects Roasted Garlic & Herbs Haddock,1 fillet (140 g),210,9g,11g,21g
Pan-Seared Pot Stickers with Szechwan Sauce,1 serving,230,8g,32g,7g
Pan-Seared Sweet Soy Glazed Pork,1 serving,500,26g,38g,32g
Pan-Seared Potstickers,6 pieces,780,42g,80g,21g
Pan-Seared Scallops,1 entree,510,24g,58g,24g
Pao Bhaji,1/2 package (150 g),200,16g,11g,3g
Panzanella with Cucumber,1 serving,170,11g,15g,6g
Pan-Seared Salmon,1 serving (119 g),260,15g,0g,29g
Papadums,1 papadum (10 g),25,0g,4g,2g
Papadums Lentil and Chickpea Crisps,14 crackers (28 g),140,8g,13g,5g
Papa Burger Double,1 serving (282 g),640,35g,42g,38g
Papandoro Peppers Stuffed with Cream Cheese,30g 2 peppers (30 g),60,3.5g,4g,1g
Pão Integral 36%,2 fatias (50 g),130,2g,23g,4.9g
Papa Burger Single,1 serving (214 g),450,22g,42g,22g
Panzerotti Pizza Bites,3 pieces (85 g),240,9g,32g,8g
Papas A La Mexicana,3 oz (85 g),110,4g,17g,2g
Papa's Favorite Pizza - Family Slice,1 serving,340,17g,31g,11g
Papas Con Chile,1 serving (248 g),545,30g,53g,17g
Papa's Favorite Pizza - Large Slice,1 serving,390,20g,35g,13g
Papa's Favorite Pizza - Crustless Slice,1 serving,160,13g,4g,9g
Papa's Favorite Pizza - Medium Slice,1 serving,280,14g,26g,9g
Papaya & Passionfruit Almond Thin Cookies,1 pack (23 g),100,2.5g,15g,3g
Papa's Favorite Pizza - Thin Large Slice,1 serving,240,13g,18g,11g
Papa's Favorite Pizza - Thin Family Slice,1 serving,230,13g,20g,11g
Papaya,5 oz (140 g),50,0g,14g,1g
Papaya,1 serving (36 g),15,0g,4g,0g
Papaya Chunks in Light Syrup,1/2 cup (140 g),70,0g,18g,0g
Papaya 100% Fruit Juice,1 serving (240 g),120,0g,31g,0g
Papas Rellenas,1 piece (99 g),240,11g,31g,4g
Papaya Enzyme,3 tablets,5,0g,1.5g,0g
Papaya & Pineapple,1/3 cup (40 g),130,0g,33g,0g
Papaya Enzyme,4 tablets (4 g),10,0g,2g,0g
Papaya Healthy Treat,1 cup (227 g),100,0.5g,25g,1g
Papaya Salsa,2 tbsp (30 g),20,0g,4g,0g
Papaya Mango Fruit Cup,1 fruit cup (113 g),70,0g,15g,0g
